"reef_number","reef_id","latitude","long","replicate_reef","reef_name","reef_zone","reef_area_ha","reef_visibility","image_date","image_year","enterer_initials","entered_date","distance_mainland_km","number_reef_nearest_1","zone_reef_nearest_1","area_reef_nearest_1","distance_reef_nearest_1","number_reef_nearest_2","zone_reef_nearest_2","area_reef_nearest_2","reef_nearest_2","number_reef_nearest_3","zone_reef_nearest_3","area_reef_nearest_3","reef_nearest_3","patch_id","replicate_patch","patch_zone_colour","patch_zone_name","patch_perimeter_m","patch_area_m2","patch_rugosity","halo_id","halo_perimeter_m","halo_area_m2","halo_rugosity","halo_width_1","halo_width_2","halo_width_3","halo_width_4","halo_width_5","notes","old_zone","zone_broad","zone_broad_pre2003","inital_reserve_estab_year","reserve_age","image_month","image_season","imagery_used","halos_present","zone_specific","abs_latitude","log_distance_mainland_km","log10_patch_area_m2","halos_present_bin","zone_broad_adj","temp_sst","chl_log"
"14-101","R4131",14.55,144.901969,3,"Sinclair-Morris Reef","MNPZ",54.55,"HP","2004",2004,"AH","5/10/12",5.86,"14-102","MNPZ","80.77",1.28,"14-098B","HPZ",13.01,1.28,"14-098A","HPZ",10.78,1.81,"P413102",2,"green","MNPZ",43.26,95.71,NA,"H413102",83,480.96,NA,6.1,4.67,5.9,5.87,9.36,"","HPZ","protected","fished",2003,1,NA,NA,"imagery used in analysis","halos","young reserve",14.55,0.836324115706752,1.98095731622962,1,"fished",299.63720703125,0.786331882182762
"14-104","R0210",14.6,144.925601,1,"Murdoch Reef","MNPZ",330.1,"NP","23/04/04",2004,"AH","18/08/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,29,4,"autumn",NA,NA,"mature reserve",14.6,NA,NA,NA,"protected",299.624542236328,0.421502693020607
"14-105","R4133",14.65,144.924178,1,"U/N Reef","MNPZ",603.03,"NP, SR","4/08/11",2011,"AH","5/10/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,36,8,"winter",NA,NA,"mature reserve",14.65,NA,NA,NA,"protected",299.617401123047,0.421502693020607
"14-114","R4137",14.65,145.489882,5,"MacGillivray Reef","SRZ",91.61,"NH","10/10/11",2011,"AH","5/10/12",34.04,"14-113","HPZ","60.92",1.05,"14-116B","CPZ",184.53,1.41,"14-116C","SRZ",62.06,2.75,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,36,10,"spring","imagery used in analysis","no halos","mature reserve",14.65,1.54456409749604,NA,0,"protected",299.810882568359,-0.779504356542618
"14-116A","R4135",14.65,145.448742,3,"Lizard Island Reef (North West)","SRZ",203.03,"NH","22/08/11",2011,"AH","5/10/12",29.38,"14-116D","SRZ","913.24",0,"14-116B","CPZ",184.53,0,"14-116C","SRZ",62.06,2.46,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,36,8,"winter","imagery used in analysis","no halos","mature reserve",14.65,1.48258776952677,NA,0,"protected",299.774871826172,-0.779504356542618
"14-116B","R4136",14.65,145.463299,4,"Lizard Island Reef (North East)","CPZ",184.53,"NH","22/08/11",2011,"AH","5/10/12",31.6,"14-116A","SRZ","203.03",0,"14-116C","SRZ",62.06,0,"14-116D","SRZ",913.24,1.21,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","CPZ","fished","fished",NA,0,8,"winter","imagery used in analysis","no halos","fished",14.65,1.51321760006794,NA,0,"fished",299.810882568359,-0.779504356542618
"14-116D","R0213",14.7,145.458025,2,"Lizard Island Reef (Lagoon)","SRZ",913.24,"HP","2007",2007,"AH","5/09/11",27.18,"14-116A","SRZ","203.03",0,"14-116C","SRZ",62.06,0,"14-116B","CPZ",184.53,1.2,"P021303",3,"green (orange border)","SRZ",22.46,37.55,NA,"H021303",57.32,241.72,NA,5.61,4.05,5.82,4.58,6.07,"","MNPZ","protected","protected",1975,32,NA,NA,"imagery used in analysis","halos","mature reserve",14.7,1.44994098877334,1.57460994134019,1,"protected",299.783050537109,-0.342621165078672
"14-118","R0212",14.7,145.382168,1,"Eyrie Reef","MNPZ",1499.76,"HP","23/08/07",2007,"AH","18/08/11",17.88,"14-116D","SRZ","913.24",4.35,"14-123","HPZ",1090.89,1.94,"14-126","HPZ",383.17,5.36,"P021201",1,"green","MNPZ",70.96,268.53,NA,"H021201",124.7,1188.45,NA,10.65,13.17,7.75,11.69,7.3,"","MNPZ","protected","protected",1975,32,8,"winter","imagery used in analysis","halos","mature reserve",14.7,1.27600198996205,2.42899281184803,1,"protected",299.71630859375,1.05343350862155
"14-123","R4139",14.75,145.348847,1,"Martin Reef","HPZ",1090.89,"NH","22/08/11",2011,"AH","26/11/14",13.67,"14-126","HPZ","383.17",0.1,"14-118","MNPZ",1499.76,1.98,"14-125","HPZ",30.19,3.23,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,8,"winter","imagery used in analysis","no halos","fished",14.75,1.16643011384328,NA,0,"fished",299.670135498047,1.05343350862155
"14-126","R4569",14.78,145.345,1,"Linnet Reef","HPZ",383.17,"BR","22/08/11",2011,"AH","9/05/14",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,8,"winter",NA,NA,"fished",14.78,NA,NA,NA,"fished",299.654815673828,0.795738466842298
"14-127B","R0215",14.8,145.13584,1,"U/N Reef","MNPZ",13.67,"BR","2005",2005,"AH","12/09/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,30,NA,NA,NA,NA,"mature reserve",14.8,NA,NA,NA,"protected",299.609741210938,1.54043241225156
"14-131","R4141",14.85,145.27275,1,"Decapolis Reef","MNPZ",16.22,"DR","2011",2011,"AH","11/10/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,36,NA,NA,NA,NA,"mature reserve",14.85,NA,NA,NA,"protected",299.629119873047,0.58415930715745
"14-132A","R4000",14.85,145.480074,1,"Rocky Islets Reef","MNPZ",613.3,"HP","2004",2004,"AH","28/05/12",15.64,"14-132C","MNPZ","18.23",0.29,"14-134","HPZ",141.92,2.15,"14-132B","HPZ",675.5,2.69,"P400004",4,"green","MNPZ",111.59,933,NA,"H400004",184.72,2616.34,NA,9.7,10.04,9.67,12.34,14.97,"","BZ","protected","fished",2003,1,NA,NA,"imagery used in analysis","halos","young reserve",14.85,1.22115332195471,2.9698816437465,1,"fished",299.723175048828,0.0826499942814271
"14-132B","R4142",14.85,145.537158,2,"U/N Reef","HPZ",675.5,"BR","2011",2011,"AH","11/10/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",14.85,NA,NA,NA,"fished",299.761627197266,-0.0493613542102047
"14-133","R4628",14.92,145.515626,1,"U/N Reef","HPZ",558.22,"NH","22/08/11",2011,"AH","24/11/14",16.75,"14-135","HPZ","1256.36",1.34,"14-134","HPZ",141.92,2.39,"14-132B","HPZ",675.5,2.95,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,8,"winter","imagery used in analysis","no halos","fished",14.92,1.24919835739111,NA,0,"fished",299.736267089844,-0.0502748616554388
"14-134","R0217",14.9,145.478487,1,"Eye Reef","HPZ",141.92,"NH","22/08/11",2011,"AH","11/11/14",14.5,"14-163","MNPZ","41.79",2.03,"14-135","HPZ",1256.36,1.04,"14-133","HPZ",558.22,2.4,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,8,"winter","imagery used in analysis","no halos","fished",14.9,1.19033169817029,NA,0,"fished",299.710388183594,0.0826499942814271
"14-135","R4001",14.95,145.492623,1,"Helsdon Reef","HPZ",1256.36,"HP","2004",2004,"AH","29/05/12",13.32,"14-163","MNPZ","41.79",1.55,"14-134","HPZ",141.92,1.06,"14-133","HPZ",558.22,1.39,"P400103",3,"dark blue","HPZ",65.55,282.61,NA,"H400103",104.49,813.93,NA,6.71,7.61,6.28,8.22,6.13,"","HPZ","fished","fished",NA,0,NA,NA,"imagery used in analysis","halos","fished",14.95,1.15594301797184,2.45118752505671,1,"fished",299.700592041016,0.230221619934216
"14-136B","R4143",14.95,145.333824,1,"U/N Reef",NA,7.32,"NP","4/07/04",2004,"AH","11/10/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,0,7,"winter",NA,NA,NA,14.95,NA,NA,NA,"fished",299.630798339844,0.345668486262308
"14-137","R4132",14.55,145.591739,4,"Carter Reef","PZ",1544.89,"BR","2011",2011,"AH","5/10/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","PZ","protected","protected",1975,36,NA,NA,NA,NA,"mature reserve",14.55,NA,NA,NA,"protected",299.959136962891,0.854089925260997
"14-138","R0211",14.6,145.623713,2,"Yonge Reef","SRZ",1311.98,"BR","2007",2007,"AH","18/08/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","HPZ","protected","fished",2003,4,NA,NA,NA,NA,"young reserve",14.6,NA,NA,NA,"fished",299.969085693359,0.460155052769972
"14-139","R4138",14.65,145.647259,6,"No Name Reef","MNPZ",874.51,"BR","26/06/09",2009,"AH","5/10/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","BZ","protected","fished",2003,6,6,"winter",NA,NA,"young reserve",14.65,NA,NA,NA,"fished",299.940368652344,0.460155052769972
"14-143","R4140",14.75,145.514746,2,"North Direction Reef","SRZ",69.19,"NH","22/08/11",2011,"AH","11/10/12",27.74,"14-144","HPZ","636.61",2.31,"14-141","HPZ",155.52,4.23,"14-147B","BZ",132.74,6.15,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","protected","fished",2003,8,8,"winter","imagery used in analysis","no halos","mature reserve",14.75,1.45848676379821,NA,0,"protected",299.798156738281,-1.01197134326029
"14-146","R0214",14.7,145.685575,3,"Ribbon No 10 Reef","MNPZ",13395.46,"BR","2009",2009,"AH","12/09/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","HPZ","protected","fished",2003,6,NA,NA,NA,NA,"young reserve",14.7,NA,NA,NA,"fished",299.959686279297,-0.409066284500955
"14-149","R0216",14.8,145.589361,2,"U/N Reef","HPZ",5500.45,"BR","2009",2009,"AH","12/09/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","HPZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",14.8,NA,NA,NA,"fished",299.821197509766,-1.05730073993893
"14-153A","R4144",14.95,145.690587,2,"No 10 Patches (No 3)","BZ",256.49,"BR","2009",2009,"AH","11/10/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",14.95,NA,NA,NA,"fished",299.872406005859,1.23533760568009
"14-154","R0219",15,145.703234,2,"Ribbon No 9 Reef","HPZ",2153.25,"TF","15/07/09",2009,"AH","12/09/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Halos probably present but inconsistent and very difficult to define","HPZ","fished","fished",NA,0,7,"winter",NA,NA,"fished",15,NA,NA,NA,"fished",299.910430908203,1.23533760568009
"15-001","R0218",15,145.46456,1,"Ada Bank","HPZ",70.25,"DR","4/07/04",2004,"AH","12/09/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","GUZ","fished","fished",NA,0,7,"winter",NA,NA,"fished",15,NA,NA,NA,"fished",299.692321777344,0.230221619934216
"15-002","R4629",15.02,145.443462,1,"Two Islands Reef","HPZ",187.64,"NH","8/06/12",2012,"AH","24/11/14",9.29,"15-001","HPZ","70.25",1.99,"15-015","HPZ",79.92,6.38,"14-135","HPZ",1256.36,7.49,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,6,"winter","imagery used in analysis","no halos","fished",15.02,1.01241537476243,NA,0,"fished",299.656341552734,-0.352049187480367
"15-003","R4630",15.09,145.373217,1,"Low Wooded Reef","HPZ",87.98,"NH","8/06/12",2012,"AH","24/11/14",10.03,"15-005","MNPZ","165.32",3.33,"15-006","HPZ",164.57,6.63,"15-002","HPZ",187.64,8.85,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,6,"winter","imagery used in analysis","no halos","fished",15.09,1.04257551244019,NA,0,"fished",299.630584716797,0.641581732095016
"15-004C","R0220",15.1,145.264858,1,"Murray Reefs (No 3)","CPZ",4.63,"NP","8/10/06",2006,"AH","12/09/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","CPZ","fished","fished",NA,0,10,"spring",NA,NA,"fished",15.1,NA,NA,NA,"fished",299.610107421875,1.39759008497595
"15-005","R4631",15.12,145.42219,1,"Three Islands Reef","MNPZ",165.32,"NH","8/06/12",2012,"AH","24/11/14",15.19,"15-003","HPZ","87.98",3.34,"15-009","HPZ",1439.47,6.38,"15-002","HPZ",187.64,9.15,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","BZ","protected","fished",2003,9,6,"winter","imagery used in analysis","no halos","mature reserve",15.12,1.20924684875337,NA,0,"protected",299.644958496094,-0.296052799957049
"15-007","R4147",15.15,145.248214,1,"U/N Reef","CPZ",105.49,"SR","8/10/06",2006,"AH","11/10/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","CPZ","fished","fished",NA,0,10,"spring",NA,NA,"fished",15.15,NA,NA,NA,"fished",299.602508544922,NA
"15-009","R4148",15.15,145.508148,2,"Forrester Reef","HPZ",1439.47,"NH","2009",2009,"AH","11/10/12",15.65,"15-028","HPZ","2122.5",1.86,"15-024","HPZ",3247.4,3.21,"15-030","HPZ",526.98,6.13,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,NA,NA,"imagery used in analysis","no halos","fished",15.15,1.22141423784234,NA,0,"fished",299.70458984375,-0.0505671074039648
"15-012","R0230",15.4,145.43242,1,"Boulder Reef","CPZ",1355.5,"HP","8/06/12",2012,"AH","24/11/14",14.08,"15-013","CPZ","1195.29",2.4,"15-043","HPZ",3195.42,3.41,"15-049","HPZ",235.33,7.56,"P023002",2,"yellow","CPZ",39.55,98.47,NA,"H023002",90.91,625.41,NA,9.94,9.08,6.31,7.85,8.23,"","HPZ","fished","fished",NA,0,6,"winter","imagery used in analysis","halos","fished",15.4,1.17840134153376,1.99330393791947,1,"fished",299.622375488281,0.345196992955321
"15-013","R4632",15.47,145.417219,1,"Egret Reef","CPZ",1195.29,"HP","8/06/12",2012,"AH","25/11/14",11.98,"15-012","CPZ","1355.5",2.44,"15-078","HPZ",5715.35,4.79,"15-043","HPZ",3195.42,5.03,"P463201",1,"yellow","CPZ",67.33,318.89,NA,"H463201",115.89,1016.82,NA,10.14,7.6,5,6.03,6.86,"more halos but too connected","HPZ","fished","fished",NA,0,6,"winter","imagery used in analysis","halos","fished",15.47,1.11327469246435,2.50364090051322,1,"fished",299.613372802734,1.28801940908249
"15-017A","R4614",15.03,145.701183,1,"U/N Reef","HPZ",359.31,"NH","15/07/09",2009,"AH","29/10/14",35.66,"15-017B","HPZ","9.87",0.2,"15-021A","HPZ",1640.75,0.23,"14-154","HPZ",2153.25,0.45,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,7,"winter","imagery used in analysis","no halos","fished",15.03,1.5641924606262,NA,0,"fished",299.899871826172,1.12554374058313
"15-018","R4145",15.05,145.533375,1,"Pasco Reef","HPZ",249.12,"BR","2009",2009,"AH","11/10/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",15.05,NA,NA,NA,"fished",299.718536376953,-0.210352926389334
"15-019","R4146",15.05,145.57197,2,"Long Reef","HPZ",1116.92,"BR","2009",2009,"AH","11/10/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",15.05,NA,NA,NA,"fished",299.758850097656,-0.210352926389334
"15-021A","R0224",15.1,145.722659,5,"Ribbon No 8 Reef","HPZ",1640.75,"TF","15/07/09",2009,"AH","12/09/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Halos probably present but inconsistent and very difficult to define","HPZ","fished","fished",NA,0,7,"winter",NA,NA,"fished",15.1,NA,NA,NA,"fished",299.889739990234,0.444965778963995
"15-022","R0222",15.1,145.63554,3,"U/N Reef","HPZ",589.34,"BR","2009",2009,"AH","12/09/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","HPZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",15.1,NA,NA,NA,"fished",299.793975830078,0.071834322887207
"15-023","R0223",15.1,145.671405,4,"U/N Reef","HPZ",368.5,"BR","2009",2009,"AH","12/09/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","HPZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",15.1,NA,NA,NA,"fished",299.840881347656,0.444965778963995
"15-024","R0221",15.1,145.537179,2,"Mackay Reefs","HPZ",3247.4,"BR","2009",2009,"AH","12/09/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","HPZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",15.1,NA,NA,NA,"fished",299.711669921875,-0.0505671074039648
"15-026","R0227",15.2,145.742362,3,"Ribbon No 7 Reef","MNPZ",1756.95,"TF","15/07/09",2009,"AH","12/09/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Halos probably present but inconsistent and very difficult to define","MNPZ","protected","protected",1975,34,7,"winter",NA,NA,"mature reserve",15.2,NA,NA,NA,"protected",299.870269775391,-0.964182434470823
"15-027","R0226",15.2,145.622573,2,"Marx Reef","HPZ",135.1,"BR","2009",2009,"AH","12/09/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","HPZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",15.2,NA,NA,NA,"fished",299.775970458984,-0.195415160204944
"15-028","R0225",15.2,145.572852,1,"Startle Reefs","HPZ",2122.5,"BR","2009",2009,"AH","12/09/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","HPZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",15.2,NA,NA,NA,"fished",299.734680175781,0.795809890730572
"15-029","R4151",15.25,145.72447,3,"Camel Head Reef","PZ",392.82,"NH","15/07/09",2009,"AH","12/10/12",38.1,"15-026","MNPZ","1756.95",0.35,"15-032","PZ",956.88,1.77,"15-033","MNPZ",6847.02,6.82,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","PZ","protected","protected",1975,34,7,"winter","imagery used in analysis","no halos","mature reserve",15.25,1.59217675739587,NA,0,"protected",299.861083984375,-0.964182434470823
"15-030","R4149",15.25,145.531627,1,"Swinger Reef","HPZ",526.98,"BR","2009",2009,"AH","12/10/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",15.25,NA,NA,NA,"fished",299.690643310547,0.795809890730572
"15-031","R4150",15.25,145.587307,2,"Pullen Reefs","HPZ",76.67,"BR","2009",2009,"AH","12/10/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",15.25,NA,NA,NA,"fished",299.727142333984,-0.195415160204944
"15-032","R0229",15.3,145.754088,2,"Ribbon No 6 Reef","PZ",956.88,"TF","15/07/09",2009,"AH","13/09/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Halos probably present but inconsistent and very difficult to define","PZ","protected","protected",1975,34,7,"winter",NA,NA,"mature reserve",15.3,NA,NA,NA,"protected",299.898345947266,-1.52114477731222
"15-033","R0228",15.3,145.566617,1,"Lark Reef","MNPZ",6847.02,"BR","2009",2009,"AH","13/09/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","MNPZ","protected","protected",1975,34,NA,NA,NA,NA,"mature reserve",15.3,NA,NA,NA,"protected",299.719421386719,-0.190467022108267
"15-034","R4615",15.31,145.763942,1,"U/N Reef","MNPZ",408.51,"NH","15/07/09",2009,"AH","29/10/14",42.52,"15-032","PZ","956.88",0.45,"15-038","HPZ",1027.59,1.24,"15-037","MNPZ",46.72,1.3,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","MNPZ","protected","protected",1975,34,7,"winter","imagery used in analysis","no halos","mature reserve",15.31,1.63868888669012,NA,0,"protected",299.887847900391,-1.52114477731222
"15-037","R4616",16.335,145.752705,1,"U/N Reef","MNPZ",46.72,"NH","15/07/09",2009,"AH","29/10/14",42.53,"15-034","MNPZ","408.51",1.29,"15-038","HPZ",1027.59,1.79,"15-032","PZ",956.88,3.31,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","BZ","protected","fished",2003,6,7,"winter","imagery used in analysis","no halos","young reserve",16.335,1.6387886671574,NA,0,"fished",299.667846679688,0.784952275640124
"15-038","R4153",15.35,145.783513,2,"Ribbon No 5 Reef","HPZ",1027.59,"BR","2009",2009,"AH","12/10/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",15.35,NA,NA,NA,"fished",299.887847900391,0.797374087347955
"15-039","R4152",15.35,145.580581,1,"Williamson Reefs","PZ",3322.85,"BR","2009",2009,"AH","12/10/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","PZ","protected","protected",1975,34,NA,NA,NA,NA,"mature reserve",15.35,NA,NA,NA,"protected",299.711517333984,-0.0814286754267597
"15-040","R4617",15.39,145.770147,1,"U/N Reef","MNPZ",55.09,"NH","15/07/09",2009,"AH","30/10/14",45.16,"15-038","HPZ","1027.59",0.21,"15-041","MNPZ",84.23,0.54,"15-042","MNPZ",58.78,1.72,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","protected","fished",2003,6,7,"winter","imagery used in analysis","no halos","young reserve",15.39,1.66426580014767,NA,0,"fished",299.877288818359,0.797374087347955
"15-041","R0231",15.4,145.766361,2,"U/N Reef","MNPZ",84.23,"BR","2009",2009,"AH","13/09/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","HPZ","protected","fished",2003,6,NA,NA,NA,NA,"young reserve",15.4,NA,NA,NA,"fished",299.877288818359,0.797374087347955
"15-043","R4154",15.45,145.503192,1,"U/N Reef","HPZ",3195.42,"HP","8/06/12",2012,"AH","24/11/14",21.04,"15-049","HPZ","235.33",2.9,"15-012","CPZ",1355.5,3.2,"15-039","PZ",3322.85,4.75,"P415410",10,"dark blue","HPZ",38.73,106.09,NA,"H415410",79.4,466.24,NA,6.48,4.59,5.01,7.9,6.14,"","HPZ","fished","fished",NA,0,6,"winter","imagery used in analysis","halos","fished",15.45,1.34321159017975,2.02567444941034,1,"fished",299.664001464844,0.660846743471627
"15-046","R4155",15.45,145.803595,2,"Ribbon No 4 Reef","HPZ",1004.08,"BR","2009",2009,"AH","26/10/12",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",15.45,NA,NA,NA,"fished",299.913208007812,0.991966310160246
"15-049","R4633",15.49,145.509732,1,"U/N Reef","HPZ",235.33,"NH","8/06/12",2012,"AH","26/11/14",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","HPZ","fished","fished",NA,0,6,"winter","imagery used in analysis","no halos","fished",15.49,NA,NA,0,"fished",299.656982421875,0.660846743471627
"15-050","R0234",15.5,145.8049,3,"Ribbon No 3 Reef","HPZ",1199.87,"BR","2009",2009,"AH","13/09/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"image date blank","HPZ","fished","fished",NA,0,NA,NA,NA,NA,"fished",15.5,NA,NA,NA,"fished",299.902954101562,0.991966310160246
"15-051","R0232",15.5,145.324043,1,"Dawson Reef","HPZ",64.03,"SR","21/02/03",2003,"AH","13/09/11",NA,"","","",NA,"","",NA,NA,"","",NA,NA,"",NA,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","U","fished","fished",NA,0,2,"summer",NA,NA,"fished",15.5,NA,NA,NA,"fished",299.592651367188,1.01339244723676
